Training samples 50000
Device : cuda
Total number of trainable parameters : 24742081
image_size : 224
patch_size : 16
vision_width : 192
vision_layers : 12
vision_heads : 3
vision_layer_norm_eps : 1e-06
vocab_size : 49408
text_width : 256
text_layers : 8
text_heads : 4
max_length : 77
text_layer_norm_eps : 1e-06
shared_dim : 512
batch_size : 256
learning_rate : 0.0001
epochs : 10
loss_type : contrastive
Optimizer : AdamW
Batch : 0 / 196 | Time 4483 ms | Train Loss : 5.5464 | Grad Norm : 0.2511 | Learning rate : 5.10e-07
Batch : 165 / 196 | Time 268 ms | Train Loss : 4.3581 | Grad Norm : 16.4862 | Learning rate : 2.73e-05
Batch : 166 / 196 | Time 265 ms | Train Loss : 4.2679 | Grad Norm : 14.3027 | Learning rate : 2.73e-05
Batch : 167 / 196 | Time 264 ms | Train Loss : 4.3948 | Grad Norm : 21.1005 | Learning rate : 2.72e-05
Batch : 168 / 196 | Time 265 ms | Train Loss : 4.3617 | Grad Norm : 19.5396 | Learning rate : 2.71e-05
Batch : 169 / 196 | Time 268 ms | Train Loss : 4.3045 | Grad Norm : 11.1999 | Learning rate : 2.70e-05
Batch : 170 / 196 | Time 266 ms | Train Loss : 4.2608 | Grad Norm : 14.1206 | Learning rate : 2.70e-05
Batch : 171 / 196 | Time 268 ms | Train Loss : 4.2870 | Grad Norm : 11.4936 | Learning rate : 2.69e-05
Batch : 172 / 196 | Time 268 ms | Train Loss : 4.2941 | Grad Norm : 11.5973 | Learning rate : 2.68e-05
Batch : 173 / 196 | Time 270 ms | Train Loss : 4.2807 | Grad Norm : 12.9513 | Learning rate : 2.67e-05
Batch : 174 / 196 | Time 265 ms | Train Loss : 4.3787 | Grad Norm : 12.4039 | Learning rate : 2.66e-05
Batch : 175 / 196 | Time 263 ms | Train Loss : 4.1922 | Grad Norm : 10.6003 | Learning rate : 2.66e-05
Batch : 176 / 196 | Time 268 ms | Train Loss : 4.3301 | Grad Norm : 19.5363 | Learning rate : 2.65e-05
Batch : 177 / 196 | Time 267 ms | Train Loss : 4.3826 | Grad Norm : 17.7658 | Learning rate : 2.64e-05
Batch : 178 / 196 | Time 265 ms | Train Loss : 4.4035 | Grad Norm : 10.8059 | Learning rate : 2.63e-05
Batch : 179 / 196 | Time 271 ms | Train Loss : 4.3236 | Grad Norm : 15.7110 | Learning rate : 2.62e-05
Batch : 180 / 196 | Time 266 ms | Train Loss : 4.2547 | Grad Norm : 16.8349 | Learning rate : 2.62e-05
Batch : 181 / 196 | Time 278 ms | Train Loss : 4.3372 | Grad Norm : 14.3037 | Learning rate : 2.61e-05
Batch : 182 / 196 | Time 266 ms | Train Loss : 4.1559 | Grad Norm : 11.7243 | Learning rate : 2.60e-05
Batch : 183 / 196 | Time 266 ms | Train Loss : 4.3899 | Grad Norm : 13.5272 | Learning rate : 2.59e-05
Batch : 184 / 196 | Time 265 ms | Train Loss : 4.3722 | Grad Norm : 20.6150 | Learning rate : 2.59e-05
Batch : 185 / 196 | Time 263 ms | Train Loss : 4.2282 | Grad Norm : 12.8994 | Learning rate : 2.58e-05
Batch : 186 / 196 | Time 269 ms | Train Loss : 4.3711 | Grad Norm : 12.6909 | Learning rate : 2.57e-05
Batch : 187 / 196 | Time 260 ms | Train Loss : 4.3368 | Grad Norm : 18.6879 | Learning rate : 2.56e-05
Batch : 188 / 196 | Time 274 ms | Train Loss : 4.2586 | Grad Norm : 16.7233 | Learning rate : 2.55e-05
Batch : 189 / 196 | Time 268 ms | Train Loss : 4.2458 | Grad Norm : 13.8441 | Learning rate : 2.55e-05
Batch : 190 / 196 | Time 262 ms | Train Loss : 4.4990 | Grad Norm : 21.9777 | Learning rate : 2.54e-05
Batch : 191 / 196 | Time 265 ms | Train Loss : 4.3436 | Grad Norm : 16.2452 | Learning rate : 2.53e-05
Batch : 192 / 196 | Time 270 ms | Train Loss : 4.2747 | Grad Norm : 12.6082 | Learning rate : 2.52e-05
Batch : 193 / 196 | Time 266 ms | Train Loss : 4.3800 | Grad Norm : 18.9993 | Learning rate : 2.52e-05
Batch : 194 / 196 | Time 272 ms | Train Loss : 4.3385 | Grad Norm : 17.7086 | Learning rate : 2.51e-05
Batch : 195 / 196 | Time 110 ms | Train Loss : 3.1491 | Grad Norm : 16.6618 | Learning rate : 2.50e-05
Epoch : 6 | Training Loss : 3.1491| Accuracy on test set : 0.5208
 Batch : 0 / 196 | Time 274 ms | Train Loss : 4.2885 | Grad Norm : 18.9364 | Learning rate : 2.49e-05
Batch : 1 / 196 | Time 268 ms | Train Loss : 4.2409 | Grad Norm : 10.6160 | Learning rate : 2.48e-05
Batch : 2 / 196 | Time 267 ms | Train Loss : 4.2436 | Grad Norm : 16.8094 | Learning rate : 2.48e-05
Batch : 3 / 196 | Time 268 ms | Train Loss : 4.3843 | Grad Norm : 14.6756 | Learning rate : 2.47e-05
Batch : 4 / 196 | Time 265 ms | Train Loss : 4.3602 | Grad Norm : 17.2579 | Learning rate : 2.46e-05
Batch : 5 / 196 | Time 265 ms | Train Loss : 4.2729 | Grad Norm : 18.9107 | Learning rate : 2.45e-05
Batch : 6 / 196 | Time 265 ms | Train Loss : 4.3245 | Grad Norm : 16.7960 | Learning rate : 2.45e-05
Batch : 7 / 196 | Time 273 ms | Train Loss : 4.2899 | Grad Norm : 13.3583 | Learning rate : 2.44e-05
Batch : 8 / 196 | Time 265 ms | Train Loss : 4.2699 | Grad Norm : 19.8185 | Learning rate : 2.43e-05
Batch : 9 / 196 | Time 264 ms | Train Loss : 4.2487 | Grad Norm : 16.1889 | Learning rate : 2.42e-05
Batch : 10 / 196 | Time 263 ms | Train Loss : 4.2827 | Grad Norm : 11.2972 | Learning rate : 2.42e-05
Batch : 11 / 196 | Time 266 ms | Train Loss : 4.2369 | Grad Norm : 18.4514 | Learning rate : 2.41e-05
Batch : 12 / 196 | Time 268 ms | Train Loss : 4.2724 | Grad Norm : 21.3350 | Learning rate : 2.40e-05
Batch : 13 / 196 | Time 273 ms | Train Loss : 4.2738 | Grad Norm : 17.4657 | Learning rate : 2.39e-05
Batch : 14 / 196 | Time 273 ms | Train Loss : 4.2385 | Grad Norm : 21.0500 | Learning rate : 2.39e-05
Batch : 15 / 196 | Time 265 ms | Train Loss : 4.3740 | Grad Norm : 22.3694 | Learning rate : 2.38e-05
Batch : 16 / 196 | Time 269 ms | Train Loss : 4.2616 | Grad Norm : 20.4174 | Learning rate : 2.37e-05
Batch : 17 / 196 | Time 268 ms | Train Loss : 4.2524 | Grad Norm : 13.1950 | Learning rate : 2.36e-05
Batch : 18 / 196 | Time 266 ms | Train Loss : 4.4992 | Grad Norm : 17.0031 | Learning rate : 2.35e-05
Batch : 19 / 196 | Time 264 ms | Train Loss : 4.3220 | Grad Norm : 18.9750 | Learning rate : 2.35e-05
Batch : 20 / 196 | Time 266 ms | Train Loss : 4.2347 | Grad Norm : 20.4403 | Learning rate : 2.34e-05
Batch : 21 / 196 | Time 264 ms | Train Loss : 4.2920 | Grad Norm : 12.6799 | Learning rate : 2.33e-05
Batch : 22 / 196 | Time 266 ms | Train Loss : 4.3040 | Grad Norm : 18.3093 | Learning rate : 2.32e-05
Batch : 23 / 196 | Time 271 ms | Train Loss : 4.2344 | Grad Norm : 16.7031 | Learning rate : 2.32e-05
Batch : 24 / 196 | Time 270 ms | Train Loss : 4.2752 | Grad Norm : 18.5727 | Learning rate : 2.31e-05
Batch : 25 / 196 | Time 265 ms | Train Loss : 4.2580 | Grad Norm : 13.9901 | Learning rate : 2.30e-05
Batch : 26 / 196 | Time 269 ms | Train Loss : 4.3000 | Grad Norm : 17.5842 | Learning rate : 2.29e-05
Batch : 27 / 196 | Time 266 ms | Train Loss : 4.2539 | Grad Norm : 16.7931 | Learning rate : 2.29e-05
Batch : 28 / 196 | Time 265 ms | Train Loss : 4.2542 | Grad Norm : 17.3832 | Learning rate : 2.28e-05
Batch : 29 / 196 | Time 269 ms | Train Loss : 4.3387 | Grad Norm : 16.2980 | Learning rate : 2.27e-05
Batch : 30 / 196 | Time 264 ms | Train Loss : 4.3237 | Grad Norm : 15.0887 | Learning rate : 2.26e-05
Batch : 31 / 196 | Time 260 ms | Train Loss : 4.4328 | Grad Norm : 12.7211 | Learning rate : 2.26e-05
Batch : 32 / 196 | Time 266 ms | Train Loss : 4.2057 | Grad Norm : 14.4837 | Learning rate : 2.25e-05
Batch : 33 / 196 | Time 271 ms | Train Loss : 4.2268 | Grad Norm : 18.5236 | Learning rate : 2.24e-05
Batch : 34 / 196 | Time 263 ms | Train Loss : 4.1509 | Grad Norm : 12.3462 | Learning rate : 2.24e-05
Batch : 35 / 196 | Time 266 ms | Train Loss : 4.2735 | Grad Norm : 13.4047 | Learning rate : 2.23e-05
Batch : 36 / 196 | Time 269 ms | Train Loss : 4.3036 | Grad Norm : 11.7703 | Learning rate : 2.22e-05
Batch : 37 / 196 | Time 264 ms | Train Loss : 4.2106 | Grad Norm : 20.0234 | Learning rate : 2.21e-05
Batch : 38 / 196 | Time 265 ms | Train Loss : 4.2805 | Grad Norm : 17.6157 | Learning rate : 2.21e-05
Batch : 39 / 196 | Time 264 ms | Train Loss : 4.2218 | Grad Norm : 16.9812 | Learning rate : 2.20e-05
Batch : 40 / 196 | Time 269 ms | Train Loss : 4.2882 | Grad Norm : 19.4948 | Learning rate : 2.19e-05
Batch : 41 / 196 | Time 264 ms | Train Loss : 4.3104 | Grad Norm : 16.3412 | Learning rate : 2.18e-05
Batch : 42 / 196 | Time 263 ms | Train Loss : 4.2107 | Grad Norm : 16.7824 | Learning rate : 2.18e-05
Batch : 43 / 196 | Time 267 ms | Train Loss : 4.2825 | Grad Norm : 22.4358 | Learning rate : 2.17e-05
Batch : 44 / 196 | Time 269 ms | Train Loss : 4.1867 | Grad Norm : 17.9348 | Learning rate : 2.16e-05
Batch : 45 / 196 | Time 265 ms | Train Loss : 4.2523 | Grad Norm : 18.8081 | Learning rate : 2.15e-05
Batch : 46 / 196 | Time 266 ms | Train Loss : 4.2818 | Grad Norm : 10.7716 | Learning rate : 2.15e-05
Batch : 47 / 196 | Time 269 ms | Train Loss : 4.2239 | Grad Norm : 19.8730 | Learning rate : 2.14e-05
Batch : 48 / 196 | Time 272 ms | Train Loss : 4.1989 | Grad Norm : 20.4768 | Learning rate : 2.13e-05
Batch : 49 / 196 | Time 265 ms | Train Loss : 4.3752 | Grad Norm : 21.3177 | Learning rate : 2.12e-05
Batch : 50 / 196 | Time 267 ms | Train Loss : 4.1935 | Grad Norm : 16.2896 | Learning rate : 2.12e-05
Batch : 51 / 196 | Time 274 ms | Train Loss : 4.3239 | Grad Norm : 21.8471 | Learning rate : 2.11e-05
Batch : 52 / 196 | Time 265 ms | Train Loss : 4.2504 | Grad Norm : 18.7912 | Learning rate : 2.10e-05
Batch : 53 / 196 | Time 271 ms | Train Loss : 4.3087 | Grad Norm : 18.9942 | Learning rate : 2.10e-05
Batch : 54 / 196 | Time 270 ms | Train Loss : 4.2493 | Grad Norm : 16.7556 | Learning rate : 2.09e-05
Batch : 55 / 196 | Time 265 ms | Train Loss : 4.2223 | Grad Norm : 18.7036 | Learning rate : 2.08e-05
Batch : 56 / 196 | Time 266 ms | Train Loss : 4.2815 | Grad Norm : 20.5884 | Learning rate : 2.07e-05
Batch : 57 / 196 | Time 274 ms | Train Loss : 4.3157 | Grad Norm : 12.4106 | Learning rate : 2.07e-05
Batch : 58 / 196 | Time 268 ms | Train Loss : 4.3188 | Grad Norm : 20.1943 | Learning rate : 2.06e-05
Batch : 59 / 196 | Time 265 ms | Train Loss : 4.2654 | Grad Norm : 16.6456 | Learning rate : 2.05e-05
Batch : 60 / 196 | Time 264 ms | Train Loss : 4.3116 | Grad Norm : 17.6993 | Learning rate : 2.05e-05
Batch : 61 / 196 | Time 269 ms | Train Loss : 4.3252 | Grad Norm : 14.6705 | Learning rate : 2.04e-05
Batch : 62 / 196 | Time 264 ms | Train Loss : 4.2872 | Grad Norm : 13.5232 | Learning rate : 2.03e-05
Batch : 63 / 196 | Time 265 ms | Train Loss : 4.3177 | Grad Norm : 20.3266 | Learning rate : 2.02e-05
Batch : 64 / 196 | Time 264 ms | Train Loss : 4.2521 | Grad Norm : 15.6305 | Learning rate : 2.02e-05
Batch : 65 / 196 | Time 264 ms | Train Loss : 4.2119 | Grad Norm : 13.5822 | Learning rate : 2.01e-05
Batch : 66 / 196 | Time 266 ms | Train Loss : 4.2250 | Grad Norm : 13.0795 | Learning rate : 2.00e-05
Batch : 67 / 196 | Time 265 ms | Train Loss : 4.3107 | Grad Norm : 14.4407 | Learning rate : 2.00e-05
Batch : 68 / 196 | Time 264 ms | Train Loss : 4.3176 | Grad Norm : 10.7662 | Learning rate : 1.99e-05
Batch : 69 / 196 | Time 266 ms | Train Loss : 4.2953 | Grad Norm : 19.7366 | Learning rate : 1.98e-05
Batch : 70 / 196 | Time 265 ms | Train Loss : 4.1193 | Grad Norm : 12.5642 | Learning rate : 1.97e-05
Batch : 71 / 196 | Time 270 ms | Train Loss : 4.3335 | Grad Norm : 15.5352 | Learning rate : 1.97e-05
Batch : 72 / 196 | Time 263 ms | Train Loss : 4.3362 | Grad Norm : 12.2924 | Learning rate : 1.96e-05
Batch : 73 / 196 | Time 270 ms | Train Loss : 4.1888 | Grad Norm : 18.4290 | Learning rate : 1.95e-05
Batch : 74 / 196 | Time 265 ms | Train Loss : 4.2967 | Grad Norm : 11.7781 | Learning rate : 1.95e-05
Batch : 75 / 196 | Time 265 ms | Train Loss : 4.2418 | Grad Norm : 12.9584 | Learning rate : 1.94e-05
Batch : 76 / 196 | Time 272 ms | Train Loss : 4.2815 | Grad Norm : 15.5785 | Learning rate : 1.93e-05
Batch : 77 / 196 | Time 266 ms | Train Loss : 4.2348 | Grad Norm : 12.2990 | Learning rate : 1.92e-05
Batch : 78 / 196 | Time 265 ms | Train Loss : 4.2295 | Grad Norm : 15.9492 | Learning rate : 1.92e-05
Batch : 79 / 196 | Time 264 ms | Train Loss : 4.3366 | Grad Norm : 14.6332 | Learning rate : 1.91e-05
Batch : 80 / 196 | Time 264 ms | Train Loss : 4.3767 | Grad Norm : 12.3254 | Learning rate : 1.90e-05
Batch : 81 / 196 | Time 263 ms | Train Loss : 4.2445 | Grad Norm : 13.9720 | Learning rate : 1.90e-05
Batch : 82 / 196 | Time 260 ms | Train Loss : 4.3579 | Grad Norm : 13.4543 | Learning rate : 1.89e-05
Batch : 83 / 196 | Time 269 ms | Train Loss : 4.2642 | Grad Norm : 15.1286 | Learning rate : 1.88e-05
Batch : 84 / 196 | Time 265 ms | Train Loss : 4.3545 | Grad Norm : 13.5250 | Learning rate : 1.88e-05
Batch : 85 / 196 | Time 260 ms | Train Loss : 4.2807 | Grad Norm : 15.9309 | Learning rate : 1.87e-05
Batch : 86 / 196 | Time 264 ms | Train Loss : 4.1219 | Grad Norm : 13.8423 | Learning rate : 1.86e-05
Batch : 87 / 196 | Time 268 ms | Train Loss : 4.2606 | Grad Norm : 18.2305 | Learning rate : 1.85e-05
Batch : 88 / 196 | Time 265 ms | Train Loss : 4.2209 | Grad Norm : 10.3249 | Learning rate : 1.85e-05
Batch : 89 / 196 | Time 266 ms | Train Loss : 4.2328 | Grad Norm : 10.7718 | Learning rate : 1.84e-05
Batch : 90 / 196 | Time 264 ms | Train Loss : 4.2085 | Grad Norm : 22.0679 | Learning rate : 1.83e-05
Batch : 91 / 196 | Time 267 ms | Train Loss : 4.3224 | Grad Norm : 22.0673 | Learning rate : 1.83e-05
Batch : 92 / 196 | Time 269 ms | Train Loss : 4.2180 | Grad Norm : 16.7195 | Learning rate : 1.82e-05
Batch : 93 / 196 | Time 265 ms | Train Loss : 4.2957 | Grad Norm : 16.3969 | Learning rate : 1.81e-05
Batch : 94 / 196 | Time 264 ms | Train Loss : 4.2527 | Grad Norm : 23.2753 | Learning rate : 1.81e-05
Batch : 95 / 196 | Time 270 ms | Train Loss : 4.3109 | Grad Norm : 25.9404 | Learning rate : 1.80e-05
Batch : 96 / 196 | Time 264 ms | Train Loss : 4.2685 | Grad Norm : 20.2796 | Learning rate : 1.79e-05
Batch : 97 / 196 | Time 267 ms | Train Loss : 4.3396 | Grad Norm : 20.5001 | Learning rate : 1.79e-05
Batch : 98 / 196 | Time 264 ms | Train Loss : 4.2109 | Grad Norm : 13.1613 | Learning rate : 1.78e-05
Batch : 99 / 196 | Time 263 ms | Train Loss : 4.2738 | Grad Norm : 13.9409 | Learning rate : 1.77e-05
Batch : 100 / 196 | Time 270 ms | Train Loss : 4.2927 | Grad Norm : 19.3530 | Learning rate : 1.77e-05
Batch : 101 / 196 | Time 265 ms | Train Loss : 4.2842 | Grad Norm : 16.4390 | Learning rate : 1.76e-05
Batch : 102 / 196 | Time 266 ms | Train Loss : 4.3334 | Grad Norm : 14.7652 | Learning rate : 1.75e-05
Batch : 103 / 196 | Time 264 ms | Train Loss : 4.3127 | Grad Norm : 18.5554 | Learning rate : 1.75e-05
Batch : 104 / 196 | Time 260 ms | Train Loss : 4.1814 | Grad Norm : 16.3225 | Learning rate : 1.74e-05
Batch : 105 / 196 | Time 265 ms | Train Loss : 4.2602 | Grad Norm : 18.8914 | Learning rate : 1.73e-05
Batch : 106 / 196 | Time 265 ms | Train Loss : 4.2238 | Grad Norm : 20.1666 | Learning rate : 1.73e-05
Batch : 107 / 196 | Time 266 ms | Train Loss : 4.2325 | Grad Norm : 16.0076 | Learning rate : 1.72e-05
Batch : 108 / 196 | Time 265 ms | Train Loss : 4.1671 | Grad Norm : 12.5221 | Learning rate : 1.71e-05
Batch : 109 / 196 | Time 265 ms | Train Loss : 4.3132 | Grad Norm : 14.1978 | Learning rate : 1.70e-05
Batch : 110 / 196 | Time 271 ms | Train Loss : 4.2720 | Grad Norm : 16.1980 | Learning rate : 1.70e-05
Batch : 111 / 196 | Time 263 ms | Train Loss : 4.3377 | Grad Norm : 13.2776 | Learning rate : 1.69e-05
Batch : 112 / 196 | Time 263 ms | Train Loss : 4.2306 | Grad Norm : 16.4495 | Learning rate : 1.68e-05
Batch : 113 / 196 | Time 266 ms | Train Loss : 4.2257 | Grad Norm : 16.0513 | Learning rate : 1.68e-05
Batch : 114 / 196 | Time 266 ms | Train Loss : 4.2406 | Grad Norm : 17.4557 | Learning rate : 1.67e-05
Batch : 115 / 196 | Time 263 ms | Train Loss : 4.3184 | Grad Norm : 19.2262 | Learning rate : 1.66e-05
Batch : 116 / 196 | Time 265 ms | Train Loss : 4.2830 | Grad Norm : 18.1797 | Learning rate : 1.66e-05
Batch : 117 / 196 | Time 265 ms | Train Loss : 4.2733 | Grad Norm : 16.3466 | Learning rate : 1.65e-05
Batch : 118 / 196 | Time 265 ms | Train Loss : 4.2339 | Grad Norm : 13.3812 | Learning rate : 1.65e-05
Batch : 119 / 196 | Time 267 ms | Train Loss : 4.2185 | Grad Norm : 11.0385 | Learning rate : 1.64e-05
Batch : 120 / 196 | Time 267 ms | Train Loss : 4.2232 | Grad Norm : 18.4287 | Learning rate : 1.63e-05
Batch : 121 / 196 | Time 264 ms | Train Loss : 4.2701 | Grad Norm : 16.8008 | Learning rate : 1.63e-05
Batch : 122 / 196 | Time 266 ms | Train Loss : 4.2971 | Grad Norm : 13.4548 | Learning rate : 1.62e-05
Batch : 123 / 196 | Time 270 ms | Train Loss : 4.1329 | Grad Norm : 14.7320 | Learning rate : 1.61e-05
Batch : 124 / 196 | Time 268 ms | Train Loss : 4.4083 | Grad Norm : 28.7974 | Learning rate : 1.61e-05
Batch : 125 / 196 | Time 263 ms | Train Loss : 4.2687 | Grad Norm : 15.8454 | Learning rate : 1.60e-05
Batch : 126 / 196 | Time 270 ms | Train Loss : 4.3307 | Grad Norm : 20.2485 | Learning rate : 1.59e-05
Batch : 127 / 196 | Time 272 ms | Train Loss : 4.3251 | Grad Norm : 22.1477 | Learning rate : 1.59e-05
Batch : 128 / 196 | Time 266 ms | Train Loss : 4.2628 | Grad Norm : 11.1755 | Learning rate : 1.58e-05
Batch : 129 / 196 | Time 265 ms | Train Loss : 4.2112 | Grad Norm : 20.6492 | Learning rate : 1.57e-05
Batch : 130 / 196 | Time 264 ms | Train Loss : 4.3203 | Grad Norm : 27.8509 | Learning rate : 1.57e-05
Batch : 131 / 196 | Time 269 ms | Train Loss : 4.1195 | Grad Norm : 14.1724 | Learning rate : 1.56e-05
Batch : 132 / 196 | Time 267 ms | Train Loss : 4.2337 | Grad Norm : 13.0912 | Learning rate : 1.55e-05
Batch : 133 / 196 | Time 270 ms | Train Loss : 4.2963 | Grad Norm : 13.9928 | Learning rate : 1.55e-05
Batch : 134 / 196 | Time 265 ms | Train Loss : 4.1740 | Grad Norm : 17.8450 | Learning rate : 1.54e-05
Batch : 135 / 196 | Time 265 ms | Train Loss : 4.2490 | Grad Norm : 18.5169 | Learning rate : 1.53e-05
Batch : 136 / 196 | Time 264 ms | Train Loss : 4.2566 | Grad Norm : 20.5309 | Learning rate : 1.53e-05
Batch : 137 / 196 | Time 265 ms | Train Loss : 4.3075 | Grad Norm : 20.1155 | Learning rate : 1.52e-05
Batch : 138 / 196 | Time 272 ms | Train Loss : 4.2894 | Grad Norm : 13.1408 | Learning rate : 1.52e-05
Batch : 139 / 196 | Time 265 ms | Train Loss : 4.2479 | Grad Norm : 18.7148 | Learning rate : 1.51e-05
Batch : 140 / 196 | Time 265 ms | Train Loss : 4.2165 | Grad Norm : 15.6399 | Learning rate : 1.50e-05
Batch : 141 / 196 | Time 270 ms | Train Loss : 4.3825 | Grad Norm : 17.1682 | Learning rate : 1.50e-05
Batch : 142 / 196 | Time 267 ms | Train Loss : 4.2761 | Grad Norm : 13.0946 | Learning rate : 1.49e-05
Batch : 143 / 196 | Time 264 ms | Train Loss : 4.2440 | Grad Norm : 11.4850 | Learning rate : 1.48e-05
Batch : 144 / 196 | Time 265 ms | Train Loss : 4.2045 | Grad Norm : 18.2759 | Learning rate : 1.48e-05
Batch : 145 / 196 | Time 265 ms | Train Loss : 4.2420 | Grad Norm : 28.8312 | Learning rate : 1.47e-05
Batch : 146 / 196 | Time 272 ms | Train Loss : 4.3124 | Grad Norm : 16.2120 | Learning rate : 1.46e-05
Batch : 147 / 196 | Time 271 ms | Train Loss : 4.2883 | Grad Norm : 16.3785 | Learning rate : 1.46e-05
Batch : 148 / 196 | Time 266 ms | Train Loss : 4.4028 | Grad Norm : 13.4425 | Learning rate : 1.45e-05
Batch : 149 / 196 | Time 264 ms | Train Loss : 4.1796 | Grad Norm : 13.7454 | Learning rate : 1.45e-05
Batch : 150 / 196 | Time 266 ms | Train Loss : 4.3402 | Grad Norm : 16.4895 | Learning rate : 1.44e-05
Batch : 151 / 196 | Time 271 ms | Train Loss : 4.2867 | Grad Norm : 14.5358 | Learning rate : 1.43e-05
Batch : 152 / 196 | Time 267 ms | Train Loss : 4.4046 | Grad Norm : 15.8255 | Learning rate : 1.43e-05
Batch : 153 / 196 | Time 269 ms | Train Loss : 4.3828 | Grad Norm : 20.1671 | Learning rate : 1.42e-05
Batch : 154 / 196 | Time 272 ms | Train Loss : 4.3535 | Grad Norm : 15.3637 | Learning rate : 1.41e-05
Batch : 155 / 196 | Time 269 ms | Train Loss : 4.2871 | Grad Norm : 11.5557 | Learning rate : 1.41e-05
Batch : 156 / 196 | Time 265 ms | Train Loss : 4.3311 | Grad Norm : 13.5416 | Learning rate : 1.40e-05
Batch : 157 / 196 | Time 264 ms | Train Loss : 4.2811 | Grad Norm : 12.4145 | Learning rate : 1.40e-05
Batch : 158 / 196 | Time 265 ms | Train Loss : 4.3145 | Grad Norm : 23.4174 | Learning rate : 1.39e-05
Batch : 159 / 196 | Time 264 ms | Train Loss : 4.2620 | Grad Norm : 19.0194 | Learning rate : 1.38e-05
Batch : 160 / 196 | Time 276 ms | Train Loss : 4.2251 | Grad Norm : 11.9852 | Learning rate : 1.38e-05
Batch : 161 / 196 | Time 267 ms | Train Loss : 4.2400 | Grad Norm : 14.5729 | Learning rate : 1.37e-05
Batch : 162 / 196 | Time 264 ms | Train Loss : 4.3179 | Grad Norm : 18.7102 | Learning rate : 1.37e-05
Batch : 163 / 196 | Time 267 ms | Train Loss : 4.1798 | Grad Norm : 11.8399 | Learning rate : 1.36e-05
Batch : 164 / 196 | Time 266 ms | Train Loss : 4.1596 | Grad Norm : 11.8664 | Learning rate : 1.35e-05
Batch : 165 / 196 | Time 265 ms | Train Loss : 4.1550 | Grad Norm : 16.0006 | Learning rate : 1.35e-05
Batch : 166 / 196 | Time 270 ms | Train Loss : 4.2752 | Grad Norm : 18.2144 | Learning rate : 1.34e-05
Batch : 167 / 196 | Time 266 ms | Train Loss : 4.2670 | Grad Norm : 10.8228 | Learning rate : 1.33e-05
Batch : 168 / 196 | Time 264 ms | Train Loss : 4.1198 | Grad Norm : 10.9913 | Learning rate : 1.33e-05
Batch : 169 / 196 | Time 269 ms | Train Loss : 4.2396 | Grad Norm : 14.4608 | Learning rate : 1.32e-05
Batch : 170 / 196 | Time 265 ms | Train Loss : 4.2168 | Grad Norm : 13.7868 | Learning rate : 1.32e-05
Batch : 171 / 196 | Time 264 ms | Train Loss : 4.4954 | Grad Norm : 19.2320 | Learning rate : 1.31e-05
Batch : 172 / 196 | Time 270 ms | Train Loss : 4.1744 | Grad Norm : 18.6438 | Learning rate : 1.30e-05
Batch : 173 / 196 | Time 266 ms | Train Loss : 4.1710 | Grad Norm : 13.1581 | Learning rate : 1.30e-05
Batch : 174 / 196 | Time 264 ms | Train Loss : 4.2703 | Grad Norm : 12.3170 | Learning rate : 1.29e-05
Batch : 175 / 196 | Time 273 ms | Train Loss : 4.2187 | Grad Norm : 16.1348 | Learning rate : 1.29e-05
Batch : 176 / 196 | Time 266 ms | Train Loss : 4.2578 | Grad Norm : 12.0250 | Learning rate : 1.28e-05
Batch : 177 / 196 | Time 265 ms | Train Loss : 4.2548 | Grad Norm : 14.2665 | Learning rate : 1.27e-05
Batch : 178 / 196 | Time 264 ms | Train Loss : 4.3723 | Grad Norm : 19.4007 | Learning rate : 1.27e-05
Batch : 179 / 196 | Time 266 ms | Train Loss : 4.2048 | Grad Norm : 13.3518 | Learning rate : 1.26e-05
Batch : 180 / 196 | Time 267 ms | Train Loss : 4.2538 | Grad Norm : 11.1187 | Learning rate : 1.26e-05
Batch : 181 / 196 | Time 266 ms | Train Loss : 4.2331 | Grad Norm : 21.5598 | Learning rate : 1.25e-05
Batch : 182 / 196 | Time 265 ms | Train Loss : 4.2471 | Grad Norm : 9.3606 | Learning rate : 1.25e-05
Batch : 183 / 196 | Time 260 ms | Train Loss : 4.1755 | Grad Norm : 14.2602 | Learning rate : 1.24e-05
Batch : 184 / 196 | Time 271 ms | Train Loss : 4.2419 | Grad Norm : 13.6684 | Learning rate : 1.23e-05
Batch : 185 / 196 | Time 266 ms | Train Loss : 4.2769 | Grad Norm : 13.3998 | Learning rate : 1.23e-05
Batch : 186 / 196 | Time 259 ms | Train Loss : 4.2906 | Grad Norm : 11.9964 | Learning rate : 1.22e-05
Batch : 187 / 196 | Time 269 ms | Train Loss : 4.2261 | Grad Norm : 12.4128 | Learning rate : 1.22e-05
Batch : 188 / 196 | Time 268 ms | Train Loss : 4.2116 | Grad Norm : 15.1808 | Learning rate : 1.21e-05
Batch : 189 / 196 | Time 263 ms | Train Loss : 4.2977 | Grad Norm : 13.2518 | Learning rate : 1.20e-05
Batch : 190 / 196 | Time 268 ms | Train Loss : 4.1396 | Grad Norm : 10.6246 | Learning rate : 1.20e-05
Batch : 191 / 196 | Time 269 ms | Train Loss : 4.3021 | Grad Norm : 10.2201 | Learning rate : 1.19e-05
Batch : 192 / 196 | Time 266 ms | Train Loss : 4.3366 | Grad Norm : 15.6459 | Learning rate : 1.19e-05
